store_name,date,review,review_check,check_length,helpful,맛,맛집,메뉴_음식,친절_직원,때,예약,가격,분위기,추천
맛보리생돼지김치두루치기,2022.07.12,9천원 두루치기는 걍 김치찌개임,9천 원 두루치기는 그냥 김치찌개임,19,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.07.06,맛은 괜찮은데 비위생적임,맛은 괜찮은데 비위생적임,13,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.07.05,가격이 올랐지만 맛있듬,가격이 올랐지만 맛있음,12,0,1,0,0,0,0,0,1,0,0
맛보리생돼지김치두루치기,2022.07.03,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.06.24,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.06.17,맛있어요.,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.06.10,그냥그래요,그냥그래요,5,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.06.10,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.06.09,맛있어용,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.06.02,정말 맛 있어요,정말 맛있어요,7,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.05.22,돼지고기 김치찌개의 정석...,돼지고기 김치찌개의 정석,13,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.05.03,가성비 좋고 맛있어요~ 사장님도 시크하신데 친절하십니다~,가성비 좋고 맛있어요 사장님도 시크하신데 친절하십니다,29,1,1,0,0,1,0,0,0,0,0
맛보리생돼지김치두루치기,2022.05.02,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.05.02,가성비좋고 국물맛잇는집,가성비 좋고 국물 맛있는 집,15,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.04.30,일요일에도 영업하셔서 좋아요,일요일에도 영업하셔서 좋아요,15,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.04.25,"돼지 냄새 안남
위생적이지 않음
절대 친절하지 않음",돼지 냄새 안 남 위생적이지 않음 절대 친절하지 않음,29,1,0,0,0,1,0,0,0,0,0
맛보리생돼지김치두루치기,2022.04.25,"장점으론 브레이크 타임이 없고 단점으론 그냥 맛이 그렇다고 하는 정도랄까 주차는 안 되는 거 같고 그냥 정 갈 데 없을 때 갈 것 같은 그런 곳을 김치찌개를 두루 치기 처럼파는게9000원인데
가성비 그닥.

비싼두루치기먹어보고 다시 리뷰하는걸로.
배는참",장점으론 브레이크 타임이 없고 단점으론 그냥 맛이 그렇다고 하는 정도랄까 주차는 안 되는 거 같고 그냥 정 갈 데 없을 때 갈 것 같은 그런 곳을 김치찌개를 두루치기 처럼 파는게 9000원인데 가성비 그다지 비싼 두루치기 먹어보고 다시 리뷰하는 걸로 배는 참,144,1,1,0,0,0,1,0,0,0,0
맛보리생돼지김치두루치기,2022.04.07,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.03.29,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.03.29,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.03.19,친절하진 않아요 불친절에 가까운데 맛은 있어서 흐린눈하고 갑니다. 밥양으로 남여 차별한다는 말이 있는데 여자여도 많이 달라고 하면 엄청 많이 주세요 ㅋㅋ,친절하진 않아요 불친절에 가까운데 맛은 있어서 흐린 눈하고 갑니다 밥양으로 남녀 차별한다는 말이 있는데 여자여도 많이 달라고 하면 엄청 많이 주세요 웃음,85,1,1,0,0,1,0,0,0,0,0
맛보리생돼지김치두루치기,2022.03.05,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.03.05,맛잇어요,맛잇어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.02.26,김치찌개를 추천합니다,김치찌개를 추천합니다,11,0,0,0,0,0,0,0,0,0,1
맛보리생돼지김치두루치기,2022.02.14,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.02.13,김치찌개 맛있고 고기 많이 들어가있어요,김치찌개 맛있고 고기 많이 들어가 있어요,22,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.02.11,맛있어요!!!,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.01.29,맛있어요.,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.01.10,몇년동안 남녀 밥 양 차별해서 다르게 줌. 이럴거면 남녀 밥값 다르게 받으세요. 손님들을 바보로아나,몇 년 동안 남녀 밥양 차별해서 다르게 줌 이럴 거면 남녀 밥값 다르게 받으세요 손님들을 바보로 아나,56,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2022.01.10,두부도 좀 들어가면 더 맛있을것같아요..ㅎ,두부도 좀 들어가면 더 맛있을 것 같아요 웃음,25,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.12.28,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.12.28,일행이 있어서 먼저 가서 끓여놓으려고 갔는데 자리있는데도 기다리라하고 눈치보더니 앉으라해서 앉았더니 자리가 몇개 없어서 그랬다는 둥 구차한 변명하시고 반찬푸고 있는데 반찬통가져가셔서 돈내고 이게 뭔가 싶었네요 원래 평소 다니던 덴데 오늘 손절각 제대로 세우셔서 제 점심리스트에서 삭제 시켰습니다 밥도 주다가 여자 두분이면 그러더니 밥공기 가져가서 밥도 덜더라구요 애끼는거 좋은데 기분이 뭐같아지는 건 어쩔수 없네요 다시 안가면 그만,일행이 있어서 먼저 가서 끓여놓으려고 갔는데 자리 있는데도 기다리라 하고 눈치 보더니 앉으라 해서 앉았더니 자리가 몇 개 없어서 그랬다는 등 구차한 변명 하시고 반찬 푸고 있는데 반찬통 가져가셔서 돈 내고 이게 뭔가 싶었네요 원래 평소 다니던 덴데 오늘 손절각 제대로 세우셔서 제 점심 리스트에서 삭제시켰습니다 밥도 주다가 여자 두 분이면 그러더니 밥공기 가져가서 밥도 덜더라구요 아끼는 거 좋은데 기분이 뭐 같아지는 건 어쩔 수 없네요 다시 안 가면 그만,255,1,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.12.14,너무너무너무 맛있어요,너무너무너무 맛있어요,11,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.12.10,"자리 앉기도 전에 사리 뭐넣을건지
뭐먹을건지 말하라하고 앉자마자
반찬 빨리 담으라하고 음식나와서 먹는데
홀직원 옆에서 발동동 구르면서 있는데
정신없고 다급하게급하게 빨리빨리
강요하는거같아서 체할것같고
중요한건 맛도 없어요",자리 앉기도 전에 사리 뭐 넣을 건지 뭐먹을건지 말하라 하고 앉자마자 반찬 빨리 담으라 하고 음식 나와서 먹는데 홀 직원 옆에서 발 동동 구르면서 있는데 정신없고 다급하게 급하게 빨리빨리 강요하는 거 같아서 체할 것 같고 중요한 건 맛도 없어요,136,0,1,0,1,1,0,0,0,0,0
맛보리생돼지김치두루치기,2021.12.07,굳,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.12.07,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.12.01,빨리나와 좋아요,빨리나와 좋아요,8,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.27,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.22,맛나요,맛나요,3,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.17,가성비 조아유,가성비 좋아요,7,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.16,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.11,맛집,맛집,2,0,1,1,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.11,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.10,ㅎㅎㅎ,웃음 ,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.10,두루치기가 궁금했어요,두루치기가 궁금했어요,11,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.11.10,그냥...,그냥,2,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2011.11.02,ㅎㅎ,웃음,2,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.10.18,계란말이가 맛있어요,계란말이가 맛있어요,10,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.10.18,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.10.05,점심식사하기 딱 좋은곳,점심식사 하기 딱 좋은 곳,14,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.09.27,굳,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.09.24,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.09.23,돼지김치찌개,돼지 김치찌개,7,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.09.15,김치 두루치기 누가 안좋아하나요 ㅎㅎ호,김치 두루치기 누가 안 좋아하나요 웃음,21,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.09.09,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.08.30,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.08.14,괜찮아요,괜찮아요,4,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.08.14,가성비좋고 맛있어요,가성비좋고 맛있어요,10,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.08.10,"동네삼겹살집 셀프로 구워야함
두루치기는 김치찌게라고봐도 무방",동네삼겹살집 셀프로 구워야함 두루치기는 김치찌개라고봐도 무방,33,1,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.07.29,맛잇어요,맛잇어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.07.07,김치찌개 + 계란말이가 정석,김치찌개랑 계란말이가 정석,14,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.06.22,굳,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.06.21,맛있는 김치찌개,맛있는 김치찌개,8,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.06.18,"삼겹살 무난해요
저렴한 동네식당처럼 생겼으나 가격은 그렇지 않아요",삼겹살 무난해요 저렴한 동네식당처럼 생겼으나 가격은 그렇지 않아요,36,1,0,0,0,0,0,0,1,0,0
맛보리생돼지김치두루치기,2021.06.10,맛있어요!!!,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.06.08,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.06.08,굿,굿,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.06.08,조아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.05.28,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.05.21,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.05.21,맛나요,맛나요,3,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.05.18,국물이 자작한 두루치기에요ㅎㅎ 짜글이느낌?? 맛은 괜찮았어요ㅎㅎ,국물이 자작한 두루치기에요 웃음 짜글이느낌 맛은 괜찮았어요 웃음,35,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.05.18,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.04.21,맛 좋아요,맛 좋아요,5,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.04.20,맛있습니다. 라면사리 최고,맛있습니다 라면사리 최고,13,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.04.15,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.03.30,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.03.24,그냥저냥,그냥저냥,4,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.02.18,빠른 회전율bb,빠른 회전율,6,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2021.02.15,맛나요,맛나요,3,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.12.21,자리에 앉으면 바로 나와요,자리에 앉으면 바로 나와요,14,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.12.21,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.12.20,계란말이 필수,계란말이 필수,7,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.10.23,계란말이 넘 비쌈 맛은 soso,계란말이 넘 비쌈 맛은 쏘쏘,15,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.10.21,평범해요,평범해요,4,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.10.21,맛있어요,맛있어요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.10.21,조아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.10.21,계란말이랑 같이 먹으면 꿀맛,계란말이랑 같이 먹으면 꿀맛,15,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.10.21,돼지두루치기는 김치찌게식입니다,돼지두루치기는 김치찌개식입니다,16,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.09.18,조아여 맛나여,조아여 맛나여,7,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.09.18,김치찌게 맛집,김치찌개 맛집,7,0,1,1,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.09.18,김치찌게 계란말이의 궁합,김치찌개 계란말이의 궁합,13,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.09.08,"강낭역 신분당선 근처 두루치기
김치찌개하고 비슷 하지만 가성비 좋음.
맛도 갠찮네요",강남역 신분당선 근처 두루치기 김치찌개하고 비슷하지만 가성비 좋음 맛도 괜찮네요,44,1,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.08.25,"맛도 별로고 서비스도 최악.
집에와서보니 계산도 잘못하셔서 돈도 더 받아가셨네요.",맛도 별로고 서비스도 최악 집에와서보니 계산도 잘못하셔서 돈도 더 받아가셨네요,43,1,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.07.29,그냥 그냥,그냥 그냥,5,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.07.08,.,.,1,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.07.02,"김치찌개 맛집
당면 넣어서 먹으면 굳~",김치찌개 맛집 당면 넣어서 먹으면 굳,20,0,1,1,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.06.06,너무 맛잇어요 양도 많고 짤짱,너무 맛잇어요 양도 많고 짤짱,16,1,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.05.26,앉으면 메뉴 자동. 생각 안 해도 되니까 좋아요.,앉으면 메뉴 자동 생각 안 해도 되니까 좋아요,25,0,0,0,1,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.05.22,맛나고 재난지원금으로 부담없이,맛나고 재난지원금으로 부담없이,16,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.05.20,평균이상의 맛!,평균이상의 맛,7,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.05.20,진짜맛있어요ㅠㅠㅠ,진짜맛있어요,6,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.05.07,맛있어요 고기 많은편이에요,맛있어요 고기 많은편이에요,14,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.04.18,맛나네요,맛나네요,4,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.04.02,김치찌개가 짜지 않고 육수가 부드럽고 감칠맛이 납니다. 케찹에 찍어 먹는 계란말이가 일품입니다,김치찌개가 짜지 않고 육수가 부드럽고 감칠맛이 납니다. 케찹에 찍어 먹는 계란말이가 일품입니다,52,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.04.02,계란말이가 진짜 맛나요,계란말이가 진짜 맛나요,12,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.03.19,최고의 맛,최고의 맛,5,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.02.27,계란말이등 굳굳,계란말이등 굿굿,8,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.02.18,"정말 맛있어요
고기가 진짜 예술
단점을 굳이 찾자면 약간 간간함",정말 맛있어요 고기가 진짜 예술 단점을 굳이 찾자면 약간 간간함,35,0,1,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2020.03.19,푸짐,푸짐,2,0,0,0,0,0,0,0,0,0,0
맛보리생돼지김치두루치기,2019.08.16,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.07.12,와인코르크는 강남역에 있는 와인바이다. 와인은 직접 샐러에서 꺼내먹으면 되는 방식이다. 가격을 저렴하게 해서 와인을 먹을 수 있고 안주의 가격도 상대적으로 저렴하다.,와인코르크는 강남역에 있는 와인바이다 와인은 직접 샐러에서 꺼내먹으면 되는 방식이다 가격을 저렴하게 해서 와인을 먹을 수 있고 안주의 가격도 상대적으로 저렴하다,92,1,0,0,0,0,0,0,1,0,0
와인코르크 강남점,2022.07.10,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.06.29,조용하고 와인도 다양한데 가성비도 좋고🥰 좋았어요!,조용하고 와인도 다양한데 가성비도 좋고 좋았어요,28,1,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.06.27,좋아요! 2차로 제격,좋아요 2차로 제격,10,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.04.29,친절래요,친절해요,4,0,0,0,0,1,0,0,0,0,0
와인코르크 강남점,2022.04.17,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.03.19,좋아요 특이하고 가성비굿,좋아요 특이하고 가성비 굿,13,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.03.05,이사 전에 몇번 갔던 매장인데 더 세련되게 바뀌었더군요 와인 종류도 많고 좋아요^^,이사 전에 몇번 갔던 매장인데 더 세련되게 바뀌었더군요 와인 종류도 많고 좋아요 웃음,47,1,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.02.12,가게 이전하고는 처음 와보는데 전보다 분위기 더 좋아진 거 같아요! 와인 종류도 다양하구 저렴하게 이용할 수 있어서 와인덕후는 조아용ㅎㅎ,가게 이전하고는 처음 와보는데 전보다 분위기 더 좋아진 거 같아요 와인 종류도 다양하구 저렴하게 이용할 수 있어서 와인덕후는 조아용 웃음,76,1,0,0,0,0,0,0,0,1,0
와인코르크 강남점,2022.01.23,조용해서 와인 먹기 좋아요!,조용해서 와인 먹기 좋아요,14,1,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2022.01.02,가볍게 와인 마시기 좋아요!,가볍게 와인 마시기 좋아요,14,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2021.12.28,사장님이 너무 친절하시고 대화하기 좋아요,사장님이 너무 친절하시고 대화하기 좋아요,22,0,0,0,0,1,0,0,0,0,0
와인코르크 강남점,2021.12.25,^^,웃음,2,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2021.12.15,"분위기도 좋고 가성비도 좋고!
추천해주신 와인도 맛있어서 넘 만족스러웠습니다.",분위기도 좋고 가성비도 좋고 추천해주신 와인도 맛있어서 넘 만족스러웠습니다,41,1,1,1,0,0,0,0,0,1,1
와인코르크 강남점,2021.12.11,좋아요,좋아요,3,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2021.12.09,"처음 가봤는데 와인 직접 골라서 마실 수 있는게 아주 좋더라구요!!
잔도 고를 수 있음😁
간단하게 먹기 좋은 안주 구성도 좋고 굿굿!!
뭣보다 분위기가 좋았어용
덕분에 친구랑 편하게 얘기하고 만족하며 나왔습니당
또 갈거예요
사장님?직원분?도 친절 하시고",처음 가봤는데 와인 직접 골라서 마실 수 있는게 아주 좋더라구요 잔도 고를 수 있음 간단하게 먹기 좋은 안주 구성도 좋고 굿굿 뭣보다 분위기가 좋았어용 덕분에 친구랑 편하게 얘기하고 만족하며 나왔습니당 또 갈거예요 사장님과 직원분도 친절 하시고,138,1,0,0,0,1,0,0,0,1,0
와인코르크 강남점,2021.12.08,가성비 짱이에요!!!!,가성비 짱이에요,8,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2021.11.27,"와인을 보틀로 가격대별로 찾을 수 있어서 좋았고,
잔 선택하는 것도 재밌었어요.
안주는 조금 아쉬웠지만 친구들이랑 수다떨기 좋은 곳이었어요:)",와인을 보틀로 가격대별로 찾을 수 있어서 좋았고 잔 선택하는 것도 재밌었어요 안주는 조금 아쉬웠지만 친구들이랑 수다떨기 좋은 곳이었어요,75,1,0,0,0,0,0,0,1,0,0
와인코르크 강남점,2021.09.13,"치즈플레이트맛있어요🍷
친절하고편한분위기입니다",치즈플레이트 맛있어요 친절하고 편한 분위기입니다,23,1,1,1,0,1,0,0,0,1,0
와인코르크 강남점,2021.06.26,굿,굿,1,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2021.06.07,가성비 😀 👍 드라이한 와인 종류가 좀더 많았으면 좋겠습니다.,가성비 드라이한 와인 종류가 좀 더 많았으면 좋겠습니다,35,1,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2021.05.02,"장소가 넓고 쾌적하며 분위기좋습니다
부담없이 와인즐길수있네요",장소가 넓고 쾌적하며 분위기좋습니다 부담없이 와인 즐길수 있네요,33,1,0,0,0,0,0,0,0,1,0
와인코르크 강남점,2021.03.12,"솔직히 왜 별점이 높은지 모르겠음... 샹그리아도 다른데보다 양과 맛양에 비해 가격이 높고
조금 잔잔한 와인바인줄 알았는데 방문해보니 시끄러움 그래서 그냥 포차 느낌이였음",솔직히 왜 별점이 높은지 모르겠음 샹그리아도 다른데보다 양과 맛양에 비해 가격이 높고 조금 잔잔한 와인바인줄 알았는데 방문해보니 시끄러움 그래서 그냥 포차 느낌이였음,92,1,1,1,0,0,0,0,1,0,0
와인코르크 강남점,2021.03.03,굿,굿,1,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2020.12.19,언제나 좋아요!! 4번째 방문이에요🙌,언제나 좋아요 4번째 방문이에요,19,0,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2020.11.17,넓직한 내부에 와인을 골라서 마실 수 있단 게 너무 좋았습니다 가격대도 다양해서 선택하기 너무 좋았어요😄,넓직한 내부에 와인을 골라서 마실 수 있단 게 너무 좋았습니다 가격대도 다양해서 선택하기 너무 좋았어요 웃음,59,1,0,0,0,0,0,0,1,0,0
와인코르크 강남점,2020.11.14,가성비 좋은 와인집에요!,가성비 좋은 와인집에요,12,1,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2020.11.03,분위기 좋은 곳이에요! 많이 시끄럽지 않아서 좋았어요. 오늘의 와인도 맛있었습니다~,분위기 좋은 곳이에요 많이 시끄럽지 않아서 좋았어요 오늘의 와인도 맛있었습니다,43,1,1,0,0,0,0,0,0,1,0
와인코르크 강남점,2020.10.24,"좋아하는 곳.
포인트 소멸이 빨리되는 게 아쉽다.",좋아하는 곳 포인트 소멸이 빨리되는 게 아쉽다,25,1,0,0,0,0,0,0,0,0,0
와인코르크 강남점,2020.10.05,분위기 굿~~,분위기 굿,5,0,0,0,0,0,0,0,0,1,0
와인코르크 강남점,2020.09.21,굿,굿,1,0,0,0,0,0,0,0,0,0,0
