store_name,date,review,length,review_check,menu,mood,service,price,clean,room,parking,photo,sum
느린마을양조장 강남점,2017.10.21,무척 만족합니다  무한리필으로 마셨는데 저희 커플은 생산사춘이 너무 맛있었어요 조용한 자리도 갑사합니다   참고로 저희커플은 5병 마셨습니다 웃음,80,무척 만족합니다 무한리필로 마셨는데 저희 커플은 생산사춘이 너무 맛있었어요 조용한 자리도 감사합니다 참고로 저희 커플은 5병 마셨습니다 웃음,1,1,1,1,0,1,0,0,5
느린마을양조장 강남점,2017.10.25,네이버 예약 너무 좋네요 처음 써봤는데 자주 이용할거 같아요 우선 7명 예약인데두 자리도 좋은곳 주시고 음식도 빨리 나오면서 뭐 하나 안맛있는게 없구 막걸리는 말할것도 없어요 가격도 적다하고 무엇보다 여기 분위기 너무 좋아요 하트 두번째 방문도 만족해서 리뷰 남깁니다,149,네이버예약 너무 좋네요 처음 써봤는데 자주 이용할 거 같아 우선 7명 예약인데 두 자리도 좋은 곳 주시고 음식도 빨리 나오면서 뭐 하나 안 맛있는 게 없고 막걸리는 말할 것도 없어 가격도 적다하고 무엇보다 여기 분위기 너무 좋아요 하트 두 번째 방문도 만족해서 리뷰 남깁니다,1,1,1,1,0,1,0,0,5
딘타이펑 강남점,2017.11.2,샤오룽바오 샘플러 XO게살볶음밥굴소스 주문했고 샤오룽바오는 개인적으로 오리지널 송이 가 제일 맛있었음   내부도 깔끔하고 훌륭했음   과식을 원하지 않는다면 강남에서 2인 데이트로 비요도 나쁘지 않은 것 같음,117,샤오룽바오 샘플러 엑소게살볶음밥 굴소스 주문했고 샤오룽바오는 개인적으로 오리지널 송이가 제일 맛있었음 내부도 깔끔하고 훌륭했음 과식을 원하지 않는다면 강남에서 2인 데이트로 비용도 나쁘지 않은 것 같음,1,1,0,1,1,1,0,0,5
느린마을양조장 강남점,2017.11.26,예약을 방문하는 날 오전에 했는데도 잘되서 8명 모임을 별도의 룸에서 잘 치루었습니다   홀은 많이 시끄럽던데 방은 분리가 되서 너무 좋았구요   술은 여전히 맛났지만 안주가 가격대비 좀 아니라는 생각에 별 4개 드립니다   불족발 너무 질겼고 파전은 약간 타서 나왔고 김치전은 기름지고 막고기무침과 오뎅탕은 괜찮았구요   전반적으로 그렇게 맛있다는 느낌은 별로 못받았습니다 막걸리 계절별로 음미하면서 좋은 지인들과 행복한 시간 보낸걸로 만족합니다   결론은 네이버 예약으로 좋은자리 얻어 땡큐입니다,280,예약을 방문하는 날 오전에 했는데도 잘 돼서 8명 모임을 별도의 룸에서 잘 치렀습니다 홀은 많이 시끄럽던데 방은 분리가 돼서 너무 좋았고요 술은 여전히 맛났지만 안주가 가격 대비 좀 아니라는 생각에 별 4개 드립니다 불 족발 너무 질겼고 파전은 약간 타서 나왔고 김치전은 기름지고 막고 김 무침과 어묵탕은 괜찮았고요 전반적으로 그렇게 맛있다는 느낌은 별로 못 받았습니다 막걸리 계절별로 음미하면서 좋은 지인들과 행복한 시간 보낸 걸로 만족합니다 결론은 네이버예약으로 좋은 자리얻어 땡큐입니다,1,1,1,1,0,1,0,0,5
딘타이펑 강남점,2017.9.24,네이버 예약이라 음료수도 주시고 자리도 좋은데 주셔서 좋았어요 그런데 매장이 너무 넓어서 그런가 직원분들이 좀 너무 바쁘고 정신없어 하시는 것 같더라고요 그래서 뭐 하나 부탁 드릴라면 정말 힘들더라는요 음식은 대체로 맛있었는데 소고기탕면은 좀 많이 짜더라고요 원래 짜게 먹는거라면 죄송합니다 뭐 그래도 매장도 깨끗하고 샤오룽바오빠오 멘보샤 우육면 다 맛있어서 다음에 또 갈거에요 웃음,212,네이버예약이라 음료수도 주시고 자리도 좋은데 주셔서 좋았어요 그런데 매장이 너무 넓어서 그런가 직원분들이 좀 너무 바쁘고 정신없어 하시는 것 같더라고요 그래서 뭐 하나 부탁드릴 라면 정말 힘들더라는 음식은 대체로 맛있었는데 소고기 탕면은 좀 많이 짜더라고요 원래 짜게 먹는 거라면 죄송합니다 뭐 그래도 매장도 깨끗하고 샤오룽바오 빠오 멘 보샤우육면 다 맛있어서 다음에 또 갈 거예요 웃음,1,1,1,0,1,1,0,0,5
느린마을양조장 강남점,2018.1.23,가격대비 음식 좋았어요   다만 자리가 구석이었던지라다른 리뷰보니 예약하면 그런 듯 해요 직원분이 부르기도 힘들고 부탁드리면 좀 싫은 내색이셔서봄주문했는데 가을로 주심 마시다 알아서 다 마시고 재주문 물은 3번청 끝에 1시간 후 마심 주문 더할 때 조차도눈치가 보였습니다,154,가격 대비 음식 좋았어요 다만 자리가 구석이었던지라 다른 리뷰 보니 예약하면 그런 듯해요 직원분이 부르기도 힘들고 부탁드리면 좀 싫은 내색이셔서 봄 주문했는데 가을로 주심 마시다 알아서 다 마시고 재주 문물은 3번청 끝에 1시간 후 마심 주문 더할 때조차도 눈치가 보였습니다,1,1,1,1,0,1,0,0,5
딘타이펑 강남점,2018.1.29,일단 몇몇 중국인을 직원쓰시는지 주문을 잘 이해못해요 예약했는데 음료수 따로 안 가져다 주시길래 네이버로 예약했다고 음료수 달라고 하니까 별도요금으로 청구하더라구요 다른 분들도 영수증 확인하세요 그리고 볶음밥나올때 같이 나오는 국물은 좋았는데 날파리가 있었어요 실망 안먹었어요 대만에서 먹었던 그 맛이 그리워서 중요한 분 모시고 갔는데 기대했던 것 보단 실망이 컸습니다,207,일단 몇몇 중국인을 직원 쓰시는지 주문을 잘 이해 못 해요 예약했는데 음료수 따로 안 가져다주시길래 네이버로 예약했다고 음료수 달라고 하니까 별도금으로 청구하더라고요 다른 분들도 영수증 확인하세요 그리고 볶음밥 나올 때같이 나오는 국물은 좋았는데 날파리가 있었어요 실망 안 먹었어요 대만에서 먹었던 그 맛이 그리워서 중요한 분 모시고 갔는데 기대했던 것보단 실망이 컸습니다,1,0,1,1,1,1,0,0,5
느린마을양조장 강남점,2018.10.27,봄여름가을겨울 막걸리가 맛있습니다 또한 1인 1만원으로 무한리필 즐길수 있는 옵션도 있어 막걸리를 좋아하시는 분들에게  충분히 좋은 장소라고 봅니다 파전 및 안주도 맛있으며 분위기 또한 젊고 리프레시 합니다   오프라인 방문시 웨이팅이 길수 있으니 미리 예약후 가시면 조금 더 나은 서비스를 받을 수 있을 거라고 봅니다   다만 자리에 띵똥이 없어 주문시 손을 들고 직접 이야기를 해야 한다는점 피크 시간에는 직원들이  바로바로 주문을 받으러 오기가 어려운 점은 조금 개선 해서 편리하게 주문할 수 있게 해주시면 좋을 것 같습니다,296,봄 여름 가을 겨울 막걸리가 맛있습니다 또한 1인 1만원으로 무한리필 즐길 수 있는 옵션도 있어 막걸리를 좋아하시는 분들에게 충분히 좋은 장소라고 봅니다 파전 및 안주도 맛있으며 분위기 또한 젊고 리프레시 합니다 오프라인 방문 시 웨이팅이 길 수 있으니 미리 예약 후 가시면 조금 더 나은 서비스를 받을 수 있을 거라고 봅니다 다만 자리에 벨이 없어 주문 시 손을 들고 직접 이야기를 해야 한다는 점이 피크 시간에는 직원들이 바로바로 주문을 받으러 오기가 어려운 점은 조금 개선해서 편리하게 주문할 수 있게 해주시면 좋을 것 같습니다,1,1,1,1,0,1,0,0,5
딘타이펑 강남점,2018.11.15,오랜만에 만난 친구와 좋은 시간을 가지려 찾아본 딘타이펑  예약했더니 에이드 제공까지 해주셔서 잘 마셨습니다   직원들 서비스도 좋고 인테리어도 깔끔했고 무엇보다 주방이 보여서 더욱 믿음직스러웠네요,111,오랜만에 만난 친구와 좋은 시간을 가지려 찾아본 딘타이펑 예약했더니 에이드 제공까지 해주셔서 잘 마셨습니다 직원들 서비스도 좋고 인테리어도 깔끔했고 무엇보다 주방이 보여서 더욱 믿음직스러웠네요,1,1,1,0,1,1,0,0,5
딘타이펑 강남점,2018.11.2,예약은 필수 에이드가 5000원정도하는데 미리예약해서 무료로 마셨어요 딘타이펑 맛도있구요 다만 사람이 많아서 복잡하고 약간 시끄러웠어요,75,예약은 필수 에이드가 5000원 정도 하는데 미리 예약해서 무료로 마셨어요 딘타이펑 맛도 있고요 다만 사람이 많아서 복잡하고 약간 시끄러웠어요,1,1,1,1,0,1,0,0,5
딘타이펑 강남점,2018.12.17,예약 및 대기시간 예약후 방문하면 대기없이 안쪽 좋은 자리로 세팅되어 있다  서비스 매우 친절하다 가봤던 매장 명동김포공항수원점과 비교했을때 가장 친절한 것 같다 음식도 빨리 나온다  가격 적다하다 회원가입하면 상시할인도 톡톡히 효과를 본다  맛 맛없다 샤오룽바오 피가 두꺼워서 먹을수록 속 내요물보다 겉에 반죽 맛이 많이 느껴진다 완탕면은 국물이 아예 맹물맛 아무것도 우러난 맛이 없다 서울 매장 중에서 가장 별로 완탕도 들은 것 없이 밀가루 껍데기만 먹고 온 느낌 홀 직원들은 최상이나 주방쪽이 부족한듯리맛을 생각하면 음식이 늦게나와도 명동을 가는걸 추천  분위기 저녁은 매우 복잡하고 시끄럽다,337,예약 및 대기시간 예약 후 방문하면 대기 없이 안쪽 좋은 자리로 세팅되어 있다 서비스 매우 친절하다 가봤던 매장 명동 김포공항 수원점과 비교했을 때 가장 친절한 것 같다 음식도 빨리 나온다 가격 적당하다 회원가입하면 상시 할인도 톡톡히 효과를 본 다 맛없다 샤오룽바오피가 두꺼워서 먹을수록 속내물보다 겉에 반죽 맛이 많이 느껴진다완탕면은 국물이 아예 맹물 맛 아무것도 우러난 맛이 없다 서울 매장 중에서 가장 별로 완탕도 들은 것 없이 밀가루 껍데기만 먹고 온 느낌 홀 직원들은 최 상이나 주방 쪽이 부족한 듯 요리 맛을 생각하면 음식이 늦게 나와도 명동을 가는 걸 추천 분위기 저녁은 매우 복잡하고 시끄럽다,1,1,1,1,0,1,0,0,5
느린마을양조장 강남점,2018.2.7,미리 예약했더니 좋은 자리로 안내해주시고 직원분들도 다들 친절했습니다  특히 술과 안주의 맛이 너무 좋았고 생각보다 저렴해서 놀랐습니다 웃음 다시 회식할 일 있으면 또 가도록 하겠습니다,103,미리 예약했더니 좋은 자리로 안내해 주시고 직원분들도 다들 친절했습니다 특히 술과 안주의 맛이 너무 좋았고 생각보다 저렴해서 놀랐습니다 웃음 다시 회식할 일 있으면 또 가도록 하겠습니다,1,1,1,1,0,1,0,0,5
느린마을양조장 강남점,2018.9.29,오픈 시간에 예약하고 갔는데 이른 시간에도 이미 예약석이 많더라구요 다행히 좋은 자리 주셔서 편하게 마시고 놀았습니다 웃음 술맛은 두말할거 없고 안주도 맛있어요   다만 여자화장실 좀 고쳐주세요 20일 리뷰에도 화장실 얘기있던데 아직까지 안고친거라면 좀 심한거 아닌가요,150,오픈 시간에 예약하고 갔는데 이른 시간에도 이미 예약석이 많더라고요 다행히 좋은 자리 주셔서 편하게 마시고 놀았습니다 웃음에 술 맛은 두말할 거 없고 안주도 맛있어요 다만 여자 화장실 좀 고쳐주세요 20일 리뷰에도 화장실 얘기 있던데 아직까지 안 고친거라면 좀 심한 거 아닌가요,1,1,1,0,1,1,0,0,5
느린마을양조장 강남점,2018.9.9,겨울먹고 싶어서 일찍예약하고 간건데 봄밖에 없어서 아쉬웠어여 실망 안주도 일요일 메뉴로 따로 있어서 고를수있는게 별로 없었구 테이블에 벨이 없어서 직원부를때마다 소리지르는데 잘 안오심실망매니저로 보이시는 분은 조금 무뚝뚝하셔서 불친절해보였어요 막걸리랑 약주 맛은 좋은데 안주는 가격대비 창렬입니다 분위기는 조아요,174,겨울 먹고 싶어서 일찍 예약하고 간 건데 봄밖에 없어서 아쉬웠어 하여 실망 안주도 일요일 메뉴로 따로 있어서 고를 수 있는 게 별로 없었고 테이블에 벨이 없어서 직원 부를 때마다 소리 지르는데 잘 안 오심 실망 매니저로 보이시는 분은 조금 무뚝뚝하셔서 불친절해 보였어요 막걸리랑 약주 맛은 좋은데 안주는 가격 대비 창렬입니다 분위기는 좋아요,1,1,1,1,0,1,0,0,5
느린마을양조장 강남점,2018.9.9,사람이 많다고 해서 예약하고 갔는데 일요일 오후라 사람이 없었어요 막걸리 골고루 먹어보고 싶었는데 다 품절이고 봄밖에 없어서 봄만 마셨어요 그래서 아쉬웠 어요 그리고 벨이 없고 직원분들도 근처에 안계셔서 부르는데 힘들었어요 막걸리는 적극 추천인데 안주는 가격이 비싸요실망,151,사람이 많다고 해서 예약하고 갔는데 일요일 오후라 사람이 없었어요 막걸리 골고루 먹어보고 싶었는데 다 품절이고 봄밖에 없어서 봄만 마셨어요 그래서 아쉬웠어요 그리고 벨이 없고 직원분들도 근처에 안 계셔서 부르는데 힘들었어요 막걸리는 적극 추천인데 안주는 가격이 비싸 실망,1,1,1,1,0,1,0,0,5
백억하누 강남본점,2019.11.21,네이버로 예약하니 편하네요 서비스도 받고 장사가 잘되는데는 이유가 있는거 같아요 웃음 재료도 상싱하고 깨끗한 곳이라서 기분좋게 잘 먹고가요,77,네이버로 예약하니 편하네요 서비스도 받고 장사가 잘 되는 데는 이유가 있는 거 같아 웃음 재료도 싱싱하고 깨끗한 곳이라서 기분 좋게 잘 먹고 가요,1,1,1,0,1,1,0,0,5
삼거리포차,2019.12.31,안주나 술의 가격에 비해 맛이나 양 테이블 간의 간격 화장실 상태 등 다 아쉬웠어요 실망 특히 주방쪽 테이블은 너무 좁아서 화장실 갈 때 스타킹 다 튿어집니당 다만 위치가 좋고 직원 분들이 친절하셔요 시끌벅적하고 사람 많은 곳 좋아하시면 추천,135,안주나 술의 가격에 비해 맛이나 양 테이블 간의 간격 화장실 상태 등 다 아쉬웠어요 실망 특히 주방 쪽 테이블은 너무 좁아서 화장실 갈 때 스타킹 다 튿어집니다 달다만 위치가 좋고 직원분들이 친절하셔요 시끌벅적하고 사람 많은 곳 좋아하시면 추천,1,1,1,1,1,0,0,0,5
화기애애 강남역점,2019.12.5,가격에 비해 음식 분위기 친절까지 만족 하고 갑니다  다만 주차가 안되는건 좀 아쉽네요,48,가격에 비해 음식 분위기 친절까지 만족하고 갑니다 다만 주차가 안 되는 건 좀 아쉽네요,1,1,1,1,0,0,1,0,5
느린마을양조장 강남점,2019.4.27,막걸리 맛있어요 예약 미리 했더니 좋은 자리 주셨네요 감사합니다    다만 안주가 조금 비싼거같고 주문벨이 설치되었으면 좋겠네요,71,막걸리 맛있어요 예약 미리 했더니 좋은 자리 주셨네요 감사합니다 다만 안주가 조금 비싼 거 같고 주문 벨이 설치되었으면 좋겠네요,1,1,1,1,0,1,0,0,5
딘타이펑 강남점,2019.6.4,가격도 좋고 정말 맛있게 먹었어요   예약하니까 자리도 좋은자리 배정받아서 더 기분 좋았습니다,53,가격도 좋고 정말 맛있게 먹었어요 예약하니까 자리도 좋은 자리 배정받아서 더 기분 좋았습니다,1,1,1,1,0,1,0,0,5
느린마을양조장 강남점,2020.11.14,음식이 깔끔하고 장소가 넓어서 모임갖기 좋아요  다만 술 무한리필 주문시 라스트오더를 안알려줘서 마지막에 어이없이 나왔어요,67,음식이 깔끔하고 장소가 넓어서 모임 갖기 좋아요 다만 술 무한리필 주문 시 라스트 오더를 안 알려줘서 마지막에 어이없이 나왔어요,1,1,0,1,1,1,0,0,5
느린마을양조장 강남점,2020.7.24,예약하고 가서 웨이팅 없이 바로 입장할 수 있어서 좋았어요  일하시는 분들도 친절하시고 안주 막걸리도 맛있었어요  화장실도 깔끔하고 좋았습니다 다만 테이블이 너무 다닥다닥 붙어있어서 좁다고 느껴졌어요,111,예약하고 가서 웨이팅 없이 바로 입장할 수 있어서 좋았어요 일 하시는 분들도 친절하시고 안주 막걸리도 맛있었어요 화장실도 깔끔하고 좋았습니다 다만 테이블이 너무 다닥다닥 붙어 있어서 좁다고 느껴졌어요,1,1,1,0,1,1,0,0,5
